Work no.,Title,Author,Genre,PDF,Unicode
898,அடிமுடி தேடிய அரியயன் சண்டை அம்மானை,செஞ்சி ஏகாம்பர முதலியார்,பிரபந்தம் - அம்மானை,pm0898.pdf,pmuni0898.html
899,மாணிக்க வாசகர் அம்மானை,சங்கரமூர்த்திப் புலவர்,பிரபந்தம் - அம்மானை,pm0899.pdf,pmuni0899.html
900,வண்ணத் திரட்டு,தி. வே. கோபாலய்யர் தொகுப்பு,பிரபந்தம் - வண்ணம்,pm0900.pdf,pmuni0900.html
901,முத்தமிழ் வளர்த்த முனிவர்கள்,அ.க. நவநீத கிருட்டிணன்,இலக்கியக் கட்டுரைகள்,pm0901.pdf,pmuni0901.html
902,அவள் விழித்திருந்தாள் ( நாவல்),அ.க. நவநீத கிருட்டிணன்,நாவல் - புதினம்,pm0902.pdf,pmuni0902.html
903,பிள்ளையார் கதை,சுன்னாகம் வரத பண்டிதர்,பாடல்கள் / கவிதைகள்,pm0903.pdf,pmuni0903.html
904,இந்தியச் சரித்திரக் கும்மி,யோகி ஸ்ரீ சுத்தானந்த பாரதியார்,பிரபந்தம் - கும்மி,pm0904.pdf,pmuni0904.html
905,பார்வதி கல்யாணக்கும்மி,இலஞ்சி பிரம்மஸ்ரீ றாமுஅம்மாள்,பிரபந்தம் - கும்மி,pm0905.pdf,pmuni0905.html
906,உருக்குமணி கலியாணக்கும்மி,எம். ஆர். ஸ்ரீனிவாஸய்யங்கார்,பிரபந்தம் - கும்மி,pm0906.pdf,pmuni0906.html
907,1. விநாயகர் அகவல் 2.முத்திவிநாயகர் அகவல்  3.வினாயகர் திருவகவல்,1. ஒளவையார் ; 2. அருணகிரிநாதர் & 3. நக்கீரதேவர்,பிரபந்தம் - அகவல்,pm0907.pdf,pmuni0907.html
908,புலியூர் வெண்பா (சுப்பராய செட்டியார் உரையோடு),மாரிமுத்துப்பிள்ளையவர்கள்,பிரபந்தம் - வெண்பா,pm0908.pdf,pmuni0908.html
909,வேதாந்தக் கும்மி,கண்டனூர் முத்துராமையா,பிரபந்தம் - கும்மி,pm0909.pdf,pmuni0909.html
910,மட்டுவில் வீரகத்தி விநாயகர் பிள்ளைத்தமிழ்,நா. நல்லதம்பி,பிரபந்தம் - பிள்ளைத்தமிழ்,pm0910.pdf,pmuni0910.html
911,நாரத ராமாயணம்,புதுமைப்பித்தன்,காப்பியம்,pm0911.pdf,pmuni0911.html
912,புதுமைப்பித்தன் சிறுகதைகள் தொகுப்பு - பாகம் 4,புதுமைப்பித்தன்,சிறுகதைகள்,pm0912.pdf,pmuni0912.html
913,புதுமைப்பித்தன் சிறுகதைகள் தொகுப்பு - பாகம் 5,புதுமைப்பித்தன்,சிறுகதைகள்,pm0913.pdf,pmuni0913.html
914,கோவூர் கிழார் (வரலாறு),கி. வா. ஜகந்நாதன்,"இலக்கியக் கட்டுரைகள், வரலாறு",pm0914.pdf,pmuni0914.html
915,பாண்டியன் நெடுஞ்செழியன் (வரலாறு),கி. வா. ஜகந்நாதன்,"இலக்கியக் கட்டுரைகள், வரலாறு",pm0915.pdf,pmuni0915.html
916,கோகுல சதகம்,பாலூர் அமிர்த கவிராயரவர்கள்,பிரபந்தம் - சதகம்,pm0916.pdf,pmuni0916.html
917_01,மதுரை மீனாட்சியம்மன் பதிகம்  சுந்தரமகாலிங்க சுவாமி பதிகம்,திருப்போரூர் கோபால் நாயகர்,பிரபந்தம் - பதிகம்,pm0917_01.pdf,pmuni0917_01.html
917_02,அசபா நடனப் பதிகம்,சிவஞானதேசிக பரமாசாரிய சுவாமிகள்,பிரபந்தம் - பதிகம்,pm0917_02.pdf,pmuni0917_02.html
918_01,திருவல்லிக்கேணி அரசடிக் கற்பக வினாயகர் பதிகம் & சிங்காரவேலர் பஞ்சரத்தினம்,கோயமுத்தூர் சுப்பிரமணிய முதலியார்,பிரபந்தம் - பதிகம்,pm0918_01.pdf,pmuni0918_01.html
918_02,நல்லைப் பதிகம் - 3,?,பிரபந்தம் - பதிகம்,pm0918_02.pdf,pmuni0918_02.html
919,வளையாபதி அகவல்,யோகி ஸ்ரீ சுத்தானந்த பாரதியார்,பிரபந்தம் - அகவல்,pm0919.pdf,pmuni0919.html
920_01,தஞ்சை பெருவுடையார் மாலை,மு. கோ. இராமன்,பிரபந்தம் - மாலை,pm0920_01.pdf,pmuni0920_01.html
920_02,பாகம்பிரியாள் மாலை,வேம்பத்தூர் பிரமஸ்ரீ சர்க்கரைபாரதி,பிரபந்தம் - மாலை,pm0920_02.pdf,pmuni0920_02.html
921_01,தில்லைவெண்பாமாலை & சிவகாமியம்மை பதிகம்,குமாரவேல் முதலியார்,"பிரபந்தம் - மாலை, பதிகம்",pm0921_01.pdf,pmuni0921_01.html
921_02,கூவலூர் மத்தியபுரி மரகதவல்லி மாலை & திருநடன வண்ணம்,வெள்ளாங்கோயில் ப. செங்கோட முதலியார்,"பிரபந்தம் - மாலை, வண்ணம்",pm0921_02.pdf,pmuni0921_02.html
922,வாக்கும் வக்கும்,புதுமைப்பித்தன்,கதை,pm0922.pdf,pmuni0922.html
923,பாதையில் பதிந்த அடிகள் (2 பாகங்களாக),ராஜம் கிருஷ்ணன்,சமூக நாவல்,pm0923.pdf,pmuni0923.html
924,பெண் குரல் (2 பாகங்களாக),ராஜம் கிருஷ்ணன்,சமூக நாவல்,pm0924.pdf,pmuni0924.html
925,தமிழர் வரலாறும் பண்பாடும்,நா. வானமாமலை,இலக்கியக் கட்டுரைகள்,pm0925.pdf,pmuni0925.html
926,இந்திய நாத்திகமும் மார்க்சீயத் தத்துவமும்,நா. வானமாமலை,ஆராய்ச்சிக் கட்டுரைகள்,pm0926.pdf,pmuni0926.html
927,தீபாவளி வரிசை (நாடகம்),பம்மல் சம்பந்த முதலியார்,நாடகம்,pm0927.pdf,pmuni0927.html
928,"""என் சுயசரிதை"" (வாழ்க்கை வரலாறு)",பம்மல் சம்பந்த முதலியார்,வாழ்க்கை வரலாறு,pm0928.pdf,pmuni0928.html
929,"""சிறுத்தொண்டர்"" (நாடகம்)",பம்மல் சம்பந்த முதலியார்,நாடகம்,pm0929.pdf,pmuni0929.html
930,நான் கண்ட நாடகக் கலைஞர்கள் ),பம்மல் சம்பந்த முதலியார்,கட்டுரைகள்,pm0930.pdf,pmuni0930.html
931,திருமயிலைப் பிள்ளைத் தமிழ் திருமயிலை உவமை வெண்பா & திருமயிலை வெண்பா),?,"பிரபந்தம் - பிள்ளைத் தமிழ், வெண்பா",pm0931.pdf,pmuni0931.html
932,சாமிநாத பூபதி பள்ளு,சுப்பய்யா பிள்ளை,பிரபந்தம் - பள்ளு,pm0932.pdf,pmuni0932.html
933,திருவேரகம் சுவாமிநாதன் பிள்ளைத்தமிழ்,கோவை கு. நடேச கவுண்டர்,பிரபந்தம் - பிள்ளைத்தமிழ்,pm0933.pdf,pmuni0933.html
934,கண்டிக் கதிரேசன் சதகம்,திருமலையாண்டிக் கவிராயர்,பிரபந்தம் - சதகம்,pm0934.pdf,pmuni0934.html
935,வடிவேல் சதகம்,முத்துக்குமரன்,பிரபந்தம் - சதகம்,pm0935.pdf,pmuni0935.html
936,ஆனந்த சாகரஸ்தவம் (இன்பமாகடல்),கோவை கு. நடேச கவுண்டர்,பிரபந்தம்,pm0936.pdf,pmuni0936.html
937_01,சீட்டுக்கவித் திரட்டு,பலவித்துவான்கள்,பிரபந்தம் - சீட்டுக்கவி,pm0937_01.pdf,pmuni0937_01.html
937_02,வேலணையூர் முத்துமாரியம்மை பதிகங்கள்,பொ. செகந்நாதன் தொகுப்பு,பிரபந்தம் - பதிகம்,pm0937_02.pdf,pmuni0937_02.html
937_03,மதுரை மீனாட்சியம்மன் பேரில் அகவல்,கோபால்‌ நாயகர்‌ அவர்களாற்றமது,பிரபந்தம் - அகவல்,pm0937_03.pdf,pmuni0937_03.html
938_01,குண்டலகேசி அகவல்,சுத்தானந்த பாரதியார்,பிரபந்தம் - அகவல்,pm0938_01.pdf,pmuni0938_01.html
938_02,ஔவையாரின் “விநாயகர் அகவல்” -உரை,த. ச. மீனாட்சிசுந்தரம் பிள்ளை,பிரபந்தம் - அகவல்,pm0938_02.pdf,pmuni0938_02.html
939,"செந்தூரகவல், வேங்கடேச அகவல் & முப்பத்து",நா. பிச்சுமணி,பிரபந்தம் - அகவல்,pm0939.pdf,pmuni0939.html
940,திருவாரூர்ப் பள்ளு,கமலை ஞானப்பிரகாசர்,பிரபந்தம் - பள்ளு,pm0940.pdf,pmuni0940.html
941,வள்ளிநாயகி சிற்றிலக்கியக் களஞ்சியம்,கம்பபாதசேகரன் இ. சங்கரன் தொகுப்பு,"பிரபந்தம் - பதிகம், கவசம், குறவஞ்சி, கும்மி, அலங்காரச் சிந்து",pm0941.pdf,pmuni0941.html
942,”ஒட்டுமாஞ்செடி”,க. நா. அண்ணாதுரை அறிஞர் அண்ணா,சொற்பொழிவுகள்,pm0942.pdf,pmuni0942.html
943,”நாடும் ஏடும்”,க. நா. அண்ணாதுரை அறிஞர் அண்ணா,சொற்பொழிவுகள்,pm0943.pdf,pmuni0943.html
944,தம்பிக்கு அண்ணாவின் கடிதங்கள் - பாகம் 1,க. நா. அண்ணாதுரை அறிஞர் அண்ணா,கடிதங்கள் /கட்டுரைகள்,pm0944.pdf,pmuni0944.html
945,வெள்ளை மாளிகையில்,க. நா. அண்ணாதுரை அறிஞர் அண்ணா,நாவல் / புதினம்,pm0945.pdf,pmuni0945.html
"946_01, 946_02","நற்றிணை - ஆங்கில மொழிபெயர்ப்பு, (பாடல்கள் 201-400) naRRiNai - English Translation, verses 201-400",அ. தட்சிணாமூர்த்தி / A. Dakshinamurthy,"எட்டுத்தொகை, ஆங்கில மொழிபெயர்ப்பு",not available (withdrawn),not available (withdrawn)
947_01,தண்டலையார் சதகம் / பழமொழி விளக்கம் (குறிப்புரையுடன்),படிக்காசு தம்பிரான்,பிரபந்தம் - சதகம்,pm0947_01.pdf,pmuni0947_01.html
947_02,பழமொழி விளக்கம் - ஆங்கில மொழிபெயர்ப்பு,படிக்காசு தம்பிரான் / கௌசல்யா ஹார்ட்,"பிரபந்தம் - சதகம், ஆங்கில மொழிபெயர்ப்பு",pm0947_02.pdf,pmuni0947_02.html
948,தில்லைப் பெருங்கோயில் வரலாறு,க. வெள்ளைவாரணனார்,வரலாறு - சரித்திரம்,pm0948.pdf,pmuni0948.html
949,"""இன்ப வாழ்வு"" (பாலியல் ஆய்வு)",சுந்தர சண்முகனார்,ஆராய்ச்சிக் கட்டுரைகள்,pm0949.pdf,pmuni0949.html
950,இலக்கியத் தூதர்கள்,அ. க. நவநீதகிருட்டிணன்,இலக்கியக் கட்டுரைகள்,pm0950.pdf,pmuni0950.html
951,மௌனப் பிள்ளையார்,சாவி (சா. விஸ்வநாதன்),சிறுகதைகள்,pm0951.pdf,pmuni0951.html
952,சிரித்த நுணா,கவிஞர் வாணிதாசன்,கவிதைத் தொகுப்பு,pm0952.pdf,pmuni0952.html
953,எழிலோவியம்,கவிஞர் வாணிதாசன்,கவிதைத் தொகுப்பு,pm0953.pdf,pmuni0953.html
954,தீர்த்த யாத்திரை,கவிஞர் வாணிதாசன்,கவிதைக் கதை,pm0954.pdf,pmuni0954.html
955,பொங்கற் பரிசு,கவிஞர் வாணிதாசன்,கவிதைத் தொகுப்பு,pm0955.pdf,pmuni0955.html
956_01,இன்ப இலக்கியம்,கவிஞர் வாணிதாசன்,கவிதைத் தொகுப்பு,pm0956_01.pdf,pmuni0956_01.html
956_02,தொடுவானம்,கவிஞர் வாணிதாசன்,கவிதைத் தொகுப்பு,pm0956_02.pdf,pmuni0956_02.html
957_01,சிறுகதைகள் தொகுப்பு -6,க. நா. அண்ணாதுரை (அறிஞர் அண்ணா),சிறுகதைகள் தொகுப்பு,pm0957_01.pdf,pmuni0957_01.html
957_02,சிறுகதைகள் தொகுப்பு -5,க. நா. அண்ணாதுரை (அறிஞர் அண்ணா),சிறுகதைகள் தொகுப்பு,pm0957_02.pdf,pmuni0957_02.html
958_01,"இரும்பு முள்வேலி சரித்திரக் கட்டுரைகள், பாகம் 1,",க. நா. அண்ணாதுரை (அறிஞர் அண்ணா),சரித்திரக் கட்டுரைகள்,pm0958_01.pdf,pmuni0958_01.html
958_02,"இரும்பு முள்வேலி சரித்திரக் கட்டுரைகள், பாகம் 2",க. நா. அண்ணாதுரை (அறிஞர் அண்ணா),சரித்திரக் கட்டுரைகள்,pm0958_02.pdf,pmuni0958_02.html
959_01,"பரிமள கேசவன் துப்பறியும் நாவல், பாகம் 1",வை. மு. கோதைநாயகி அம்மாள்,துப்பறியும் நாவல்,pm0959_01.pdf,pmuni0959_01.html
959_02,"பரிமள கேசவன் துப்பறியும் நாவல், பாகம் 2",வை. மு. கோதைநாயகி அம்மாள்,துப்பறியும் நாவல்,pm0959_02.pdf,pmuni0959_02.html
960,கம்பரசம்,க. நா. அண்ணாதுரை (அறிஞர் அண்ணா),ஆராய்ச்சிக் கட்டுரைகள்,pm0960.pdf,pmuni0960.html
961,பேரூர்க்கோவை,முத்துநயினாத்தை முதலியார்,பிரபந்தம் -கோவை,pm0961.pdf,pmuni0961.html
962_01,கச்சி இதழகல் அந்தாதி,திருமாகறல் கார்த்திகேய முதலியார்,பிரபந்தம் - அந்தாதி,pm0962_01.pdf,pmuni0962_01.html
962_02,அத்திகிரி வரதன் அந்தாதி மாலை,?,பிரபந்தம் - அந்தாதி,pm0962_02.pdf,pmuni0962_02.html
963,வடதிருமுல்லைவாயில் கொடியிடை அம்மை பிள்ளைத்தமிழ்,?,பிரபந்தம் - பிள்ளைத்தமிழ்,pm0963.pdf,pmuni0963.html
964,கோதை நாச்சியார் தாலாட்டு- ஆங்கில மொழிபெயர்ப்பு,? / கௌசல்யா ஹார்ட்,"பிரபந்தம் -தாலாட்டு, ஆங்கில மொழிபெயர்ப்பு",pm0964.pdf,pmuni0964.html
965,மதுரைவீரன் அம்மானை,பதிப்பாசிரியர்: ம. சீராளன்,பிரபந்தம் - அம்மானை,pm0965.pdf,pmuni0965.html
966,அறநூல் தந்த அறிவாளர்,அ. க. நவநீதகிருட்டிணன்,இலக்கியக் கட்டுரைகள்,pm0966.pdf,pmuni0966.html
967,முதற் குலோத்துங்க சோழன்,"சதாசிவ பண்டாரத்தார், தி. வை.","ஆராய்ச்சிக் கட்டுரைகள், சரித்திரக் கட்டுரைகள்",pm0967.pdf,pmuni0967.html
968,பதிகத்திரட்டு,சேலம் சுந்தர முதலியார்,பிரபந்தம் - பதிகம்,pm0968.pdf,pmuni0968.html
969,பச்சை நாயகியம்மை பிள்ளைத்தமிழ்,முத்து நைனாத்தை முதலியார்,பிரபந்தம் - பிள்ளைத்தமிழ்,pm0969.pdf,pmuni0969.html
970,கலிங்கத்துப்பரணி ஆராய்ச்சி,ந. சுப்புரெட்டியார்,"பிரபந்தம் - பரணி, ஆராய்ச்சி",pm0970.pdf,pmuni0970.html
971,தமிழர் மதம்,ஞா.தேவநேயப் பாவாணர்,ஆராய்ச்சிக் கட்டுரைகள்,pm0971.pdf,pmuni0971.html
972,கோப்பெருந்தேவியர்,அ. க. நவநீதகிருட்டிணன்,இலக்கியக் கட்டுரைகள்,pm0972.pdf,pmuni0972.html
973,புலியூரந்தாதி,மயில்வாகனப்‌ புலவர்‌,பிரபந்தம் - அந்தாதி,pm0973.pdf,pmuni0973.html
974,பனித்துளி,சரோஜா ராமமூர்த்தி,சிறுகதைகள்,pm0974.pdf,pmuni0974.html
975,இலக்கியமும் கல்வெட்டுக்களும்,"சதாசிவ பண்டாரத்தார், தி. வை.","ஆராய்ச்சிக் கட்டுரைகள், சரித்திரக் கட்டுரைகள்",pm0975.pdf,pmuni0975.html
976,தமிழ் இலக்கிய வரலாறு (கி. பி. 250 - கி. பி. 600),"சதாசிவ பண்டாரத்தார், தி. வை.","ஆராய்ச்சிக் கட்டுரைகள், சரித்திரக் கட்டுரைகள்",pm0976.pdf,pmuni0976.html
977_01,திருப்பரங்கிரி முருகக் கடவுள் யமகப் பதிகம் & பழைஞநல்லூர் பெரியநாயகியம்மன் பதிகம்,...,பிரபந்தம் - பதிகம்,pm0977_01.pdf,pmuni0977_01.html
977_02,திருமயிலைக் கபாலீசர் பதிகம் &  கற்பகவல்லியம்மை பதிகம்,...,பிரபந்தம் - பதிகம்,pm0977_02.pdf,pmuni0977_02.html
978_01,"புள்ளிருக்கு வேளூர் வைத்தீஸ்வரர் பதிகம், ஸ்ரீ தையநாயகியம்மன் பதிகம் & ஸ்ரீ முத்துக்குமரசாமி பதிகம்",...,பிரபந்தம் - பதிகம்,pm0978_01.pdf,pmuni0978_01.html
978_02,பருவதவர்த்தனி அம்பாள் பதிகம்,பரமேஸ்வரன்,பிரபந்தம் - பதிகம்,pm0978_02.pdf,pmuni0978_02.html
979,சித்திராங்கதை விலாசம்,பரசுராமக்கவிராயர்,பிரபந்தம் - விலாசம்,pm0979.pdf,pmuni0979.html
980,விவேக சிந்தாமணி - ஆங்கில மொழிபெயர்ப்பு vivEka cintAmaNi - English Translation,கௌசல்யா ஹார்ட்,நீதிநெறி நூல்கள்,pm0980.pdf,pmuni0980.html
981_01,குண்டலகேசி அகவல் - ஆங்கில மொழிபெயர்ப்பு,யோகி சுத்தானந்த பாரதி /கௌசல்யா ஹார்ட்,பிரபந்தம் - அகவல்,pm0981_01.pdf,pmuni0981_01.html
981_02,வளையாபதி அகவல் - ஆங்கில மொழிபெயர்ப்பு,யோகி சுத்தானந்த பாரதி /கௌசல்யா ஹார்ட்,பிரபந்தம் - அகவல்,pm0981_02.pdf,pmuni0981_02.html
982,இராமப்பய்யன் அம்மானை,பேராசிரியர் வையாபுரிப்பிள்ளை தொகுப்பு,பிரபந்தம் - அம்மானை,pm0982.pdf,pmuni0982.html
983,"சிற்றிலக்கியத் திரட்டு - ஆற்றுப்படை நூல்கள் (5) அணிமுருகாற்றுப்படை, அருள் முருகாற்றுப்படை திருமுருகாற்றுப்படை, பொருள் முருகாற்றுப் படை, வருமுருகாற்றுப்படை",பேராசிரியர் வையாபுரிப்பிள்ளை தொகுப்பு,பிரபந்தம் - ஆற்றுப்படை,pm0983.pdf,pmuni0983.html
984,"சிற்றிலக்கியத் திரட்டு - பாகம் 3 /உலா நூல்கள் (3) இராஜராஜ தேவருலா, திருக்குறுங்குடி அழகிய நம்பியுலா முப்பந்தொட்டியுலா",பேராசிரியர் வையாபுரிப்பிள்ளை தொகுப்பு,பிரபந்தம் - ஆற்றுப்படை,pm0984.pdf,pmuni0984.html
985,சிற்றிலக்கியத் திரட்டு - பாகம் 4  திருவெழுகூற்றிருக்கை & மதுரைக்கோவை,பேராசிரியர் வையாபுரிப்பிள்ளை தொகுப்பு,பிரபந்தம் - கோவை,pm0985.pdf,pmuni0985.html
986_01,சிற்றிலக்கியத் திரட்டு - பாகம் 5a  இராமலிங்கேசர் மீது பணவிடு தூது & துகில்விடு தூது,பேராசிரியர் வையாபுரிப்பிள்ளை தொகுப்பு,பிரபந்தம் - தூது,pm0986_01.pdf,pmuni0986_01.html
986_02,சிற்றிலக்கியத் திரட்டு - பாகம் 5B  தெய்வச்சிலையார் விறலிவிடு தூது & நெல்விடுதூது,பேராசிரியர் வையாபுரிப்பிள்ளை தொகுப்பு,பிரபந்தம் - தூது,pm0986_02.pdf,pmuni0986_02.html
987,"நால்வர் பிள்ளைத்தமிழ்  அப்பர்(1), சம்பந்தர்(2), சுந்தரர்(3), மாணிக்கவாசகர் (4)","இராமன்(1), செங்கல்வராய பிள்ளை(2), கனகராஜையர்(3), முத்துசாமி ஐயர்(4)",பிரபந்தம் - பிள்ளைத்தமிழ்,pm0987.pdf,pmuni0987.html
988,திருவீழிமிழலை அழகியமாமுலையம்மை பிள்ளைத்தமிழ்,கார்த்திகேயபுரம் காழி ஞான தேசிகர்,பிரபந்தம் - பிள்ளைத்தமிழ்,pm0988.pdf,pmuni0988.html
989_01,"பிரபந்தத் திரட்டு -1, 2  1. துதிகவிகள் & 2. ஸ்ரீ மணவாள மாமுனிகள் நான்மணிமாலை",பள்ளிகொண்டான் பிள்ளை,பிரபந்தம் -மாலை,pm0989_01.pdf,pmuni0989_01.html
989_02,"பிரபந்தத் திரட்டு -3, 4  3. எதிராசமாமுனிகள் நான்மணிமாலை & 4. முதலாழ்வார்கள் மும்மணிக்கோவை.",பள்ளிகொண்டான் பிள்ளை,"பிரபந்தம் -மாலை, கோவை.",pm0989_02.pdf,pmuni0989_02.html
990,பூநாகம் (சிறுகதைகள்),சு. சமுத்திரம்,சிறுகதைகள்,pm0990.pdf,pmuni0990.html
991,நயினை நாகபூஷணியம்மை பிள்ளைத்தமிழ்,கரவை வ. சிவராசசிங்கம்,பிரபந்தம் - பிள்ளைத்தமிழ்,pm0991.pdf,pmuni0991.html
992,பாரதியார் பாடல்கள் - ஆங்கில மொழிபெயர்ப்பு பாகம் 1 (பாடல்கள் 1-50),"சி. சுப்ரமணிய பாரதியார் /தி. நா. இராமசந்திரன் (தொகுப்பு),",கவிதைத் தொகுப்பு,pm0992.pdf,pmuni0992.html
993,பாரதியார் பாடல்கள் - ஆங்கில மொழிபெயர்ப்பு பாகம் 2 (பாடல்கள் 51-70),"சி. சுப்ரமணிய பாரதியார் /தி. நா. இராமசந்திரன் (தொகுப்பு),",கவிதைத் தொகுப்பு,pm0993.pdf,pmuni0993.html
994,பாரதியார் பாடல்கள் - ஆங்கில மொழிபெயர்ப்பு பாகம் 3 (பாடல்கள் 71 -பாஞ்சாலி சபதம்),"சி. சுப்ரமணிய பாரதியார் /தி. நா. இராமசந்திரன் (தொகுப்பு),",கவிதைத் தொகுப்பு,pm0994.pdf,pmuni0994.html
995,"தாழம்பூ ( நாவல்), 2 பாகங்களாக.",சு. சமுத்திரம்,நாவல்,pm0995_01.pdf pm0995_02.pdf,pmuni0995_01.html pmuni0995_02.html
996,சி. வை. தாமோதரம் பிள்ளை அவர்கள் சரித்திரம்,T. A. ராஜரத்தினம் பிள்ளை,சரித்திரம் / வாழ்க்கை வரலாறு,pm0996.pdf,pmuni0996.html
997_01,"பிரபந்தத் திரட்டு -5, 6  5. திருக்குருகூர் நம்மாழ்வார் நான்மணிமாலை; 6. கோதைநாயகி தாயார் மாலை",பள்ளிகொண்டான் பிள்ளை,பிரபந்தம் -மாலை,pm0997_01.pdf,pmuni0997_01.html
997_02,பிரபந்தத் திரட்டு - 7  7. திருவல்லிக்கேணி வேதவல்லித் தாயார் மாலை.,பள்ளிகொண்டான் பிள்ளை,பிரபந்தம் -மாலை,pm0997_01.pdf,pmuni0997_01.html
998,பாரதியார் பாடல்கள் - ஆங்கில மொழிபெயர்ப்பு பாகம் 4 (பாடல்கள் 72-100),"சி. சுப்ரமணிய பாரதியார் /தி. நா. இராமசந்திரன் (தொகுப்பு),",கவிதைத் தொகுப்பு,pm0998.pdf,pmuni0998.html
999,"திருநாவுக்கரசர் தேவாரம் ஆங்கில மொழிபெயர்ப்பு, முதல் 1000 பாசுரங்கள்)  tirunAvukaracar tEvaram 1000 pAcurams- English Translation",கௌசல்யா ஹார்ட்,தேவாரம்,pm0999.pdf,pmuni0999.html
1000,அருள் நெறி முழக்கம் (சொற்பொழிவுகள்),தவத்திரு குன்றக்குடி அடிகளார்,நீதிநெறி நூல்கள்,pm1000.pdf,pmuni1000.html
1001,பொன்னியின் செல்வன் - ஆங்கில மொழிபெயர்ப்பு -பாகம் 4A (Ponniyan Selvan - Part 4a),கல்கி கிருஷ்ணமூர்த்தி இந்திரா நீலமேகம்,நாவல் - புதினம் ; மொழிபெயர்ப்பு,pm1001.pdf,pmuni1001.html
1002,பாரதியார் பாடல்கள் - ஆங்கில மொழிபெயர்ப்பு பாகம் 5 (பாடல்கள் 101-150),"சி. சுப்ரமணிய பாரதியார் /தி. நா. இராமசந்திரன் (தொகுப்பு),",கவிதைத் தொகுப்பு,pm1002.pdf,pmuni1002.html
1003,பாரதியார் பாடல்கள் - ஆங்கில மொழிபெயர்ப்பு பாகம் 6 (பாடல்கள் 151-200),"சி. சுப்ரமணிய பாரதியார் /தி. நா. இராமசந்திரன் (தொகுப்பு),",கவிதைத் தொகுப்பு,pm1003.pdf,pmuni1003.html
1004,அருணகிரி அந்தாதி,குகை நமசிவாய தேவர்,பிரபந்தம் -அந்தாதி,pm1004.pdf,pmuni1004.html
1005,துறைசை மாசிலாமணி ஈசர் அந்தாதி,உ.வே. சாமிநாதையர்,பிரபந்தம் -அந்தாதி,pm1005.pdf,pmuni1005.html
1006_01,"""துரோகிச் சிந்து""",சிறுமணவூர் முனிசாமி முதலியார்,பிரபந்தம் -சிந்து,pm1006_01.pdf,pmuni1006_01.html
1006_02,"""கள்ளுகடைசிந்து என்னும் குடியர் சிந்து""",சிறுமணவூர் முனிசாமி முதலியார்,பிரபந்தம் -சிந்து,pm1006_02.pdf,pmuni1006_02.html
1007,"சிவகாமி அம்மன் அந்தாதி, 2 பாகங்களாக.",வித்துவான் பாலசாரநாதன் தொகுப்பு,பிரபந்தம் - அந்தாதி,pm1007_01.pdf pm1007_02.pdf,pmuni1007_01.html pmuni1007_02.html
1008,கனிச்சாறு (முதல் தொகுதி),பாவலரேறு பெருஞ்சித்திரனார் பாடல்கள்,கவிதைத் தொகுப்பு,pm1008.pdf,pmuni1008.html
1009_01,பிரபந்தத் திரட்டு பாகம் 8 : திருவல்லிக்கேணி உருப்பிணித் தாயார் மாலை,பள்ளிகொண்டான் பிள்ளை,பிரபந்தம் -மாலை,pm1009_01.pdf,pmuni1009_01.html
1009_02,பிரபந்தத் திரட்டு பாகம் 9 : திருநீர்மலை அணிமாமலர் மங்கைத் தாயார் மாலை,பள்ளிகொண்டான் பிள்ளை,பிரபந்தம் -மாலை,pm1009_02.pdf,pmuni1009_02.html
1010,பாரதியார் பாடல்கள் - ஆங்கில மொழிபெயர்ப்பு பாகம் 7 (பாடல்கள் 201-250),"பாரதியார் , தி. நா. இராமசந்திரன் (தொகுப்பு)",கவிதைத் தொகுப்பு,pm1010.pdf,pmuni1010.html
1011,சென்னிமலை முருகன் புலவராற்றுப்படை,வித்துவான் தெய்வசிகாமணி,பிரபந்தம் - ஆற்றுப்படை,pm1011.pdf,pmuni1011.html
1012,செங்குந்தர் சதகம்,குப்பாநந்த சுவாமிகள்,பிரபந்தம் - சதகம்,pm1012.pdf,pmuni1012.html
1013,பொன்னியின் செல்வன் - ஆங்கில மொழிபெயர்ப்பு -பாகம் 4B (Ponniyan Selvan - Part 4B),கல்கி கிருஷ்ணமூர்த்தி இந்திரா நீலமேகம்,நாவல் - புதினம் ; மொழிபெயர்ப்பு,pm10`3.pdf,pmuni1013.html
1014,ஸ்ரீ பார்சுவநாதர் அம்மானை,'திருமறுமார்பன்',பிரபந்தம் - அம்மானை,pm1014.pdf,pmuni1014.html
1015_01,நாயன்மார் கதை (முதல் பகுதி - 26 நாயன்மார்கள்),கி. வா. ஜகந்நாதன்,வரலாறு / சரித்திரம்,pm1015_01.pdf,pmuni1015_01.html
1015_02,நாயன்மார் கதை (இரண்டாம் பகுதி -திருஞானசம்பந்தர்),கி. வா. ஜகந்நாதன்,வரலாறு / சரித்திரம்,pm1015_02.pdf,pmuni1015_02.html
1016_01,"தக்கயாகப்பரணி - மூலமும் உரையும் பாகம் 1 (முகவுரை, பாடல்கள் 1-102)",ஒட்டக்கூத்தர்,பிரபந்தம் - பரணி,pm1016_01.pdf,pmuni1016_01.html
1016_02,தக்கயாகப்பரணி - மூலமும் உரையும் பாகம் 2 (பாடல்கள் 103-400),ஒட்டக்கூத்தர்,பிரபந்தம் - பரணி,pm1016_02.pdf,pmuni1016_02.html
1017_01,நாயன்மார் கதை (மூன்றாம் பகுதி),கி. வா. ஜகந்நாதன்,வரலாறு / சரித்திரம்,pm1017_01.pdf,pmuni1017_01.html
