Work no.,Title,Author,Genre,PDF,Unicode
1,திருக்குறள்,திருவள்ளுவர்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0001.pdf  pm0001_01.pdf,pmuni0001.html
2,ஆத்திசூடி,ஒளவையார்,நீதிநெறி நூல்கள்,pm0002.pdf,pmuni0002.html
2,கொன்றை வேந்தன்,ஒளவையார்,நீதிநெறி நூல்கள்,pm0002.pdf,pmuni0002.html
2,நல்வழி,ஒளவையார்,நீதிநெறி நூல்கள்,pm0002.pdf,pmuni0002.html
2,மூதுரை,ஒளவையார்,நீதிநெறி நூல்கள்,pm0002.pdf,pmuni0002.html
3,திருவாசகம் - 1 (1-10),மாணிக்க வாசகர்,சமயம் - சைவம்,pm0003.pdf,pmuni0003_01.html  pmuni0003_02.html
3,திருவாசகம் - 2 (11-51),மாணிக்க வாசகர்,சமயம் - சைவம்,pm0003.pdf,pmuni0003_01.html  pmuni0003_02.html
4,திருமந்திரம் (தந்திரங்கள் - 1; 2),திருமூலர்,சமயம் - சைவம்,pm0004.pdf,pmuni0004.html
5,நாலாயிர திவ்ய பிரபந்தம் / திருப்பல்லாண்டு,பெரியாழ்வார்,சமயம் - வைணவம்,pm0005_01.pdf,pmuni0005_01.html
5,நாலாயிர திவ்ய பிரபந்தம் / திருமொழி,பெரியாழ்வார்,சமயம் - வைணவம்,pm0005_01.pdf,pmuni0005_01.html
5,நாலாயிர திவ்ய பிரபந்தம் / திருப்பாவை,ஆண்டாள்,சமயம் - வைணவம்,pm0005_02.pdf,pmuni0005_02.html
5,நாலாயிர திவ்ய பிரபந்தம் / நாச்சியார் திருமொழி,ஆண்டாள்,சமயம் - வைணவம்,pm0005_02.pdf,pmuni0005_02.html
5,நாலாயிர திவ்ய பிரபந்தம் / பெருமாள் திருமொழி,குலசேகரப் பெருமாள்,சமயம் - வைணவம்,pm0005_02.pdf,pmuni0005_02.html
5,நாலாயிர திவ்ய பிரபந்தம் / திருச்சந்த விருத்தம்,திருமழிசைபிரான்,சமயம் - வைணவம்,pm0005_02.pdf,pmuni0005_02.html
5,நாலாயிர திவ்ய பிரபந்தம் / திருப்பள்ளியெழுச்சி,தொண்டரடிப்பொடி ஆழ்வார்,சமயம் - வைணவம்,pm0005_02.pdf,pmuni0005_02.html
5,நாலாயிர திவ்ய பிரபந்தம் / அமலநாதிபிரான்,திருப்பாணாழ்வார்,சமயம் - வைணவம்,pm0005_02.pdf,pmuni0005_02.html
5,நாலாயிர திவ்ய பிரபந்தம் / கண்ணி நூற்றைம்பது,மதுர கவிராயர்,சமயம் - வைணவம்,pm0005_02.pdf,pmuni0005_02.html
5,நாலாயிர திவ்ய பிரபந்தம் / திருமாலை,தொண்டரடிப்பொடி ஆழ்வார்,சமயம் - வைணவம்,pm0005_02.pdf,pmuni0005_02.html
6,நாலாயிர திவ்ய பிரபந்தம் / பெரிய திருமொழி,திருமங்கை ஆழ்வார்,சமயம் - வைணவம்,pm0006_01.pdf  pm0006_02.pdf,pmuni0006_01.html  pmuni0006_02.html
7,நாலாயிர திவ்ய பிரபந்தம் / சிறிய திருமுறை,திருமங்கை ஆழ்வார்,சமயம் - வைணவம்,pm0007.pdf,pmuni0007.html
7,நாலாயிர திவ்ய பிரபந்தம் / திருக்குறுந்தாண்டகம்,திருமங்கை ஆழ்வார்,சமயம் - வைணவம்,pm0007.pdf,pmuni0007.html
7,நாலாயிர திவ்ய பிரபந்தம் / திருநெடுந்தாண்டகம்,திருமங்கை ஆழ்வார்,சமயம் - வைணவம்,pm0007.pdf,pmuni0007.html
7,நாலாயிர திவ்ய பிரபந்தம் / திருவந்தாதி /1,பொய்கையாழ்வார்,சமயம் - வைணவம்,pm0007.pdf,pmuni0007.html
7,நாலாயிர திவ்ய பிரபந்தம் / திருவந்தாதி /2,பூதத்தாழ்வார்,சமயம் - வைணவம்,pm0007.pdf,pmuni0007.html
7,நாலாயிர திவ்ய பிரபந்தம் / திருவந்தாதி /3,பேயாழ்வார்,சமயம் - வைணவம்,pm0007.pdf,pmuni0007.html
7,நாலாயிர திவ்ய பிரபந்தம் / திருவாசிரியம்,நம்மாழ்வார்,சமயம் - வைணவம்,pm0007.pdf,pmuni0007.html
7,நாலாயிர திவ்ய பிரபந்தம் / திருவிருத்தம்,நம்மாழ்வார்,சமயம் - வைணவம்,pm0007.pdf,pmuni0007.html
7,நாலாயிர திவ்ய பிரபந்தம் / திருவெழுகூற்றிருக்கை,திருமங்கை ஆழ்வார்,சமயம் - வைணவம்,pm0007.pdf,pmuni0007.html
7,நாலாயிர திவ்ய பிரபந்தம் / நான்முகன் திருவந்தாதி,திருமழிசை ஆழ்வார்,சமயம் - வைணவம்,pm0007.pdf,pmuni0007.html
7,நாலாயிர திவ்ய பிரபந்தம் / பெரிய திருமடல்,திருமங்கை ஆழ்வார்,சமயம் - வைணவம்,pm0007.pdf,pmuni0007.html
7,நாலாயிர திவ்ய பிரபந்தம் / பெரிய திருவந்தாதி,நம்மாழ்வார்,சமயம் - வைணவம்,pm0007.pdf,pmuni0007.html
8,இராமானுஜ நூற்றந்தாதி,திருவரங்கத்து அமுதனார்,சமயம் - வைணவம்,pm0008.pdf,pmuni0008_01.html  pmuni0008_02.html
8,நாலாயிர திவ்ய பிரபந்தம் / திருவாய்மொழி,நம்மாழ்வார்,சமயம் - வைணவம்,pm0008.pdf,pmuni0008_01.html  pmuni0008_02.html
8,நாலாயிர திவ்ய பிரபந்தம் /4,பல ஆசிரியர்கள்,சமயம் - வைணவம்,pm0008.pdf,pmuni0008_01.html  pmuni0008_02.html
9,திருமந்திரம் - 2 (3-6 தந்திரங்கள்),திருமூலர்,சமயம் - சைவம்,pm0009.pdf,pmuni0009_01.html pmuni0009_02.html pmuni0009_03.html
9,திருமுறை 10 /திருமந்திரம்,திருமூலர்,சமயம் - சைவம்,pm0009.pdf,pmuni0009_01.html  pmuni0009_02.html
10,திருமந்திரம் - 3 (7-9 தந்திரங்கள்),திருமூலர்,சமயம் - சைவம்,pm0010.pdf,pmuni0010_01.html  pmuni0010_02.html  pmuni0010_03.html
10,திருமுறை 10 /திருமந்திரம்,திருமூலர்,சமயம் - சைவம்,pm0010.pdf,pmuni0010_01.html  pmuni0010_02.html  pmuni0010_03.html
11,தண்ணீர் தேசம்,வைரமுத்து,கவிதைத் தொகுப்பு,pm0011.pdf,pmuni0011_01.html  pmuni0011_02.html
12,தேசிய கீதங்கள்,சி. சுப்ரமணிய பாரதியார்,கவிதைத் தொகுப்பு,pm0012_01.pdf,pmuni0012_01.html
12,தெய்வப் பாடல்கள்,சி. சுப்ரமணிய பாரதியார்,கவிதைத் தொகுப்பு,pm0012_02.pdf,pmuni0012_02.html
13,தேசிக பிரபந்தம்,வேதாந்த தேசிகர்,சமயம் - வைணவம்,pm0013.pdf,pmuni0013.html
14,பகவத் கீதை /தமிழாக்கம்; விளக்கவுரை,சி. சுப்ரமணிய பாரதியார்,நீதிநெறி நூல்கள்,pm0014.pdf,pmuni0014.html
15,நளவெண்பா,புகழேந்திப் புலவர்,இலக்கியம் - வெண்பா,pm0015.pdf,pmuni0015.html
16,நாலடியார்,பல ஆசிரியர்கள்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0016.pdf,pmuni0016.html
17,திருக்குறள் /ஆங்கில மொழியாக்கம் (tirukkural - English translation),சுத்தானந்த பாரதியார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0017.pdf,pmuni0017.html
18,திருவருட்பா /திருமுறை 1 (பாடல்கள் 1-570),இராமலிங்க அடிகள்,சமயம் - சைவம்,pm0018.pdf,pmuni0018_01.html  pmuni0018_02.html
18,திருவருட்பா /திருமுறை 2.1 (பாடல்கள்571-1006 ),இராமலிங்க அடிகள்,சமயம் - சைவம்,pm0018.pdf,pmuni0018_01.html  pmuni0018_02.html
19,விவிலியம் /புதிய ஏற்பாடு /மத்தேயு,விவிலியம்,சமயம் – கிருத்துவம்,pm0019_01.pdf,pmuni0019_01.html
19,விவிலியம் /புதிய ஏற்பாடு /மார்க்கு,விவிலியம்,சமயம் – கிருத்துவம்,pm0019_02.pdf,pmuni0019_02.html
20,நடராசப் பத்து,முனிசாமி முதலியார்; சிருமாவூர்,சமயம் - சைவம்,pm0020.pdf,pmuni0020.html
21,சுய சரிதை,சி. சுப்ரமணிய பாரதியார்,வரலாறு - சரித்திரம்,pm0021.pdf,pmuni0021.html
21,ஞானப் பாடல்கள்,சி. சுப்ரமணிய பாரதியார்,கவிதைத் தொகுப்பு,pm0021.pdf,pmuni0021.html
21,பல்வகைப் பாடல்கள்,சி. சுப்ரமணிய பாரதியார்,கவிதைத் தொகுப்பு,pm0021.pdf,pmuni0021.html
22,உலகநீதி,உலகநாதர்,நீதிநெறி நூல்கள்,pm0022.pdf,pmuni0022.html
23,கந்தர் அலங்காரம்,அருணகிரிநாதர்,சமயம் - சைவம்,pm0023.pdf,pmuni0023.html
23,கந்தர் அநுபூதி,அருணகிரிநாதர்,சமயம் - சைவம்,pm0023.pdf,pmuni0023.html
23,வேல் விருத்தம்; மயில் விருத்தம்; சேவல் விருத்தம்,அருணகிரிநாதர்,சமயம் - சைவம்,pm0023.pdf,pmuni0023.html
24,ஆசாரக் கோவை,பெருவாயின் முள்ளியார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0024.pdf,pmuni0024.html
25,இன்னா நாற்பது,கபிலர்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0025.pdf,pmuni0025.html
25,இனியவை நாற்பது,பூதஞ்சேந்தனார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0025.pdf,pmuni0025.html
25,களவழி நாற்பது,பொய்கையார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0025.pdf,pmuni0025.html
25,முதுமொழிக் காஞ்சி,மதுரை கூடலூர் கிழார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0025.pdf,pmuni0025.html
26,அபிராமி அந்தாதி,அபிராமி பட்டர்,சமயம் - சைவம்,pm0026_01.pdf,pmuni0026_01.html
26,அபிராமி அம்மைப் பதிகம்,அபிராமி பட்டர்,சமயம் - சைவம்,pm0026_02.pdf,pmuni0026_02.html
26,அபிராமி அந்தாதி /விளக்கஉரை,கண்ணதாசன்,சமயம் - சைவம்,pm0026_03.pdf,pmuni0026_03.html
27,இன்னிலை,பொய்கையார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0027.pdf,pmuni0027.html
27,ஐந்திணை ஐம்பது,மாறன் பொறையனார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0027.pdf,pmuni0027.html
27,ஐந்திணை எழுபது,மூவாதியார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0027.pdf,pmuni0027.html
27,திணைமொழி ஐம்பது,கண்ணன் சேந்தனார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0027.pdf,pmuni0027.html
28,ஐங்குறு நூறு,பல ஆசிரியர்கள் (5),சங்ககாலம் – எட்டுத்தொகை,pm0028.pdf,pmuni0028.html
29,ஏலாதி; சிறு பஞ்ச மூலம்,கணிமேதாவியார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0029.pdf,pmuni0029.html
29,கார் நாற்பது,மதுரை கண்ணன் கூத்தனார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0029.pdf,pmuni0029.html
29,சிறு பஞ்ச மூலம்,காரியாசான்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0029.pdf,pmuni0029.html
30,விவிலியம் /புதிய ஏற்பாடு /2,விவிலியம்,சமயம் – கிருத்துவம்,pm0030.pdf,pmuni0030_01.html  pmuni0030_02.html
30,விவிலியம் /புதிய ஏற்பாடு /யோவான்,விவிலியம்,சமயம் – கிருத்துவம்,pm0030.pdf,pmuni0030_01.html  pmuni0030_02.html
30,விவிலியம் /புதிய ஏற்பாடு /லூக்கு,விவிலியம்,சமயம் – கிருத்துவம்,pm0030.pdf,pmuni0030_01.html  pmuni0030_02.html
31,திருவருட்பா /அகவல்,இராமலிங்க அடிகள்,சமயம் - சைவம்,pm0031.pdf,pmuni0031.html
31,வடிவுடை மாணிக்க மாலை,இராமலிங்க அடிகள்,சமயம் - சைவம்,pm0031.pdf,pmuni0031.html
32,கலேவலா - தமிழாக்கம் - 1,உதயணன்,இலக்கியம்,pm0032_01.pdf  pm0032_02.pdf,pmuni0032_01.html  pmuni0032_02.html  pmuni0032_03.html
33,கலேவலா - தமிழாக்கம் - 2,உதயணன்,இலக்கியம்,pm0033.pdf,pmuni0033_01.html  pmuni0033_02.html
34,சண்முக கவசம்,பாம்பன் குமரகுருதாச சுவாமிகள்,சமயம் - சைவம்,pm0034_01.pdf,pmuni0034_01.html
34,கந்த சஷ்டி கவசம் (6 கந்தர் கவசங்கள்),தேவராய சுவாமிகள்,சமயம் - சைவம்,pm0034_02.pdf,pmuni0034_02.html
34,கந்த குரு கவசம்,சாந்தானந்த சுவாமிகள்,சமயம் - சைவம்,pm0034_03.pdf,pmuni0034_03.html
35,சூளாமணி,தோலாமொழித் தேவர்,காப்பியம்,pm0035.pdf,pmuni0035_01.html  pmuni0035_02.html
36,பழமொழி நானூறு,முன்றுறையரையனார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0036.pdf,pmuni0036.html
37,அழகின் சிரிப்பு,பாரதிதாசன்,கவிதைகள்,pm0037.pdf,pmuni0037.html
38,பதிற்றுப்பத்து,பல ஆசிரியர்கள்,சங்ககாலம் – எட்டுத்தொகை,pm0038.pdf,pmuni0038.html
39,விவிலியம் /புதிய ஏற்பாடு /ஏக்ட்ஸ்,விவிலியம்,சமயம் – கிருத்துவம்,pm0039.pdf,pmuni0039.html
40,தமிழ் விடுதூது,மதுரை சொக்கநாதர்,பிரபந்தம் - தூது,pm0040.pdf,pmuni0040.html
41,விவிலியம் /புதிய ஏற்பாடு /கொரிந்தியர்கள்,விவிலியம்,சமயம் – கிருத்துவம்,pm0041.pdf,pmuni0041.html
42,விவிலியம் /புதிய ஏற்பாடு /எஸியன்ஸ்,விவிலியம்,சமயம் – கிருத்துவம்,pm0042.pdf,pmuni0042.html
42,விவிலியம் /புதிய ஏற்பாடு /காலாசியர்கள்,விவிலியம்,சமயம் – கிருத்துவம்,pm0042.pdf,pmuni0042.html
42,விவிலியம் /புதிய ஏற்பாடு /ஹீப்ரு,விவிலியம்,சமயம் – கிருத்துவம்,pm0042.pdf,pmuni0042.html
42,விவிலியம் /புதிய ஏற்பாடு /பிலமோன்,விவிலியம்,சமயம் – கிருத்துவம்,pm0042.pdf,pmuni0042.html
42,விவிலியம் /புதிய ஏற்பாடு /தெஸலோனியர்கள்,விவிலியம்,சமயம் – கிருத்துவம்,pm0042.pdf,pmuni0042.html
42,விவிலியம் /புதிய ஏற்பாடு /திமோதி,விவிலியம்,சமயம் – கிருத்துவம்,pm0042.pdf,pmuni0042.html
43,மதுரை மீனாட்சிஅம்மை பிள்ளைத்தமிழ்,குமரகுருபரர்,பிரபந்தம் - பிள்ளைத்தமிழ்,pm0043.pdf,pmuni0043.html
44,கலேவலா - தமிழாக்கம் - 3,உதயணன்,காப்பியம்,pm0044.pdf,pmuni0044_01.html  pmuni0044_02.html
45,மதுரைக் கலம்பகம்,குமரகுருபரர்,பிரபந்தம் - கலம்பகம்,pm0045.pdf,pmuni0045.html
46,சிலப்பதிகாரம் /பாகம் 1 /புகார்க்காண்டம்,இளங்கோ அடிகள்,காப்பியம்,pm0046.pdf,pmuni0046.html
47,நான்மணிக்கடிகை,விளம்பிநாகனார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0047.pdf,pmuni0047.html
48,திரிகடுகம்,நல்லாதனார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0048.pdf,pmuni0048.html
49,கண்ணன் பாட்டு,சி. சுப்ரமணிய பாரதியார்,பாடல்கள் - தொகுப்பு,pm0049.pdf,pmuni0049.html
49,குயில் பாட்டு,சி. சுப்ரமணிய பாரதியார்,பாடல்கள் - தொகுப்பு,pm0049.pdf,pmuni0049.html
49,பாரதியார் பாடல்கள் - 3,சி. சுப்ரமணிய பாரதியார்,பாடல்கள் - தொகுப்பு,pm0049.pdf,pmuni0049.html
50,மதுராபுரி அம்பிகைமாலை,குலசேகர பாண்டியன்,பிரபந்தம் - மாலை,pm0050.pdf,pmuni0050.html
51,இன்னிலை,பொய்கையார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0051.pdf,pmuni0051.html
51,கைந்நிலை,புல்லங்காடனார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0051.pdf,pmuni0051.html
52,சரஸ்வதி அந்தாதி,கம்பர்,பிரபந்தம் - அந்தாதி,pm0052.pdf,pmuni0052.html
52,சடகோபர் அந்தாதி,கம்பர்,பிரபந்தம் - அந்தாதி,pm0052.pdf,pmuni0052.html
53,முல்லைப் பாட்டு/ஆராய்ச்சி,மறைமலை அடிகள்,சங்ககாலம் - பத்துப்பாட்டு,pm0053.pdf,pmuni0053.html
54,திருச்சிற்றம்பலக் கோவையார்,மாணிக்க வாசகர்,சமயம்,pm0054.pdf,pmuni0054.html
54,திருமுறை 8/ திருச்சிற்றம்பலக் கோவையார்,மாணிக்க வாசகர்,சமயம்,pm0054.pdf,pmuni0054.html
55,யாப்பெருங்கலக் காரிகை,அமிதசாகரர்,இலக்கணம்,pm0055.pdf,pmuni0055.html
56,திணைமாலை நூற்றைம்பது,கணிமேதையார்,நீதிநெறி – பதினெண்கீழ்க்கணக்கு,pm0056.pdf,pmuni0056.html
57,புறநானூறு,,சங்ககாலம் – எட்டுத்தொகை,pm0057.pdf,pmuni0057.html
58,ஏழாண்டு இலக்கிய வளர்ச்சி,மு. தளையசிங்கம்,வரலாறு,pm0058.pdf,pmuni0058.html
59,விவேக சிந்தாமணி,,நீதிநெறி நூல்கள்,pm0059.pdf,pmuni0059.html
60,ஆதிநாதன் வளமடல்,செயங்கொண்டார்,பிரபந்தம் - மடல்,pm0060.pdf,pmuni0060.html
60,காரானை விழுப்பரையன் மடல்,செயங்கொண்டார்,பிரபந்தம் - மடல்,pm0060.pdf,pmuni0060.html
61,பழைய இராமயணம்,,காப்பியம்,pm0061.pdf,pmuni0061.html
62,வளையாபதி,,காப்பியம்,pm0062.pdf,pmuni0062.html
63,பொருநாறாற்றுப்படை,முடத்தாமக்கண்ணியார்,சங்ககாலம் - பத்துப்பாட்டு,pm0063.pdf,pmuni0063.html
64,சிறுபாணாற்றுப்படை,நத்தத்தனார்,சங்ககாலம் - பத்துப்பாட்டு,pm0064.pdf,pmuni0064.html
65,அகங்களும் முகங்களும்,சு. வில்வரத்தினம்,கவிதைத் தொகுப்பு,pm0065.pdf,pmuni0065.html
66,அழியா நிழல்கள்,எம்.ஏ. நுஃமான்,கவிதைத் தொகுப்பு,pm0066.pdf,pmuni0066.html
67,திருமுருகாற்றுப்படை,நக்கீரர்,சங்ககாலம் - பத்துப்பாட்டு,pm0067.pdf,pmuni0067.html
68,இருபா இருபஃது,அருணந்தி சிவாச்சாரியார்,சைவ சித்தாந்தம்,pm0068.pdf,pmuni0068.html
68,உண்மை விளக்கம்,மணவாசகங் கடனார்,சங்ககாலம் - பத்துப்பாட்டு,pm0068.pdf,pmuni0068.html
69,பெரும்பாணாற்றுப்படை,கடியலூர் உருத்திரங்கண்ணனார்,சங்ககாலம் - பத்துப்பாட்டு,pm0069.pdf,pmuni0069.html
70,நெடுநல் வாடை,நக்கீரர்,சங்ககாலம் - பத்துப்பாட்டு,pm0070.pdf,pmuni0070.html
71,மதுரைக் காஞ்சி,மாங்குடி மருதனார்,சங்ககாலம் - பத்துப்பாட்டு,pm0071.pdf,pmuni0071.html
72,நாமக்கல் கவிஞர் பாடல்கள் - 1,நாமக்கல் இராமலிங்கம் பிள்ளை,பாடல்கள் - தொகுப்பு,pm0072.pdf,pmuni0072.html
73,குறிஞ்சிப் பாட்டு,கபிலர்,சங்ககாலம் - பத்துப்பாட்டு,pm0073.pdf,pmuni0073.html
74,சித்தர் பாடல்கள் (மெய்ஞ்ஞானப் புலம்பல்),பத்ரகிரியார்,சித்தர் பாடல்கள்,pm0074.pdf,pmuni0074.html
75,திருக்கடவூர் பதிகங்கள்,அபிராமி பட்டர்,சமயம் - சைவம்,pm0075.pdf,pmuni0075.html
76,சித்தர் பாடல்கள் தொகுப்பு,அழுகணிச் சித்தர்; இராமதேவர்; கடுவெளிச் சித்தர்; குதம்பைச் சித்தர்; சட்டைமுனி ; திருமூல நாயனார்; திருவள்ளுவர்,சித்தர் பாடல்கள்,pm0076.pdf,pmuni0076.html
77,பட்டினப்பாலை,கடியலூர் உருத்திரங்கண்ணனார்,சங்ககாலம் - பத்துப்பாட்டு,pm0077.pdf,pmuni0077.html
78,மலைபடு கடாம்,பெருங்கௌசிகனார்,சங்ககாலம் - பத்துப்பாட்டு,pm0078.pdf,pmuni0078.html
79,நாமக்கல் கவிஞர் பாடல்கள் - 2,நாமக்கல் இராமலிங்கம் பிள்ளை,பாடல்கள் - தொகுப்பு,pm0079.pdf,pmuni0079.html
80,சிவஞான போதம்,மெய்கண்ட தேவர்,சைவ சித்தாந்தம்,pm0080.pdf,pmuni0080.html
81,திருவருட்பயன்,உமாபதி சிவாச்சாரியார்,சைவ சித்தாந்தம்,pm0081.pdf,pmuni0081.html
82,மோகவாசல் (சிறுகதைத் தொகுப்பு),ரஞ்சகுமார்,சிறுகதைகள் தொகுப்பு,pm0082.pdf,pmuni0082.html
83,சித்தர் (பட்டினத்தார்) பாடல்கள்,பட்டினத்துப் பிள்ளையார்,சித்தர் பாடல்கள்,pm0083.pdf,pmuni0083.html
84,தமிழ் இயக்கம்,பாரதிதாசன்,கட்டுரைகள்,pm0084.pdf,pmuni0084.html
85,நாமக்கல் கவிஞர் பாடல்கள் - 3,நாமக்கல் இராமலிங்கம் பிள்ளை,பாடல்கள் - தொகுப்பு,pm0085.pdf,pmuni0085.html
86,இருண்ட வீடு,பாரதிதாசன்,காவியம்,pm0086.pdf,pmuni0086.html
87,பரிபாடல்,பல ஆசிரியர்கள் (13),சங்ககாலம் – எட்டுத்தொகை,pm0087.pdf,pmuni0087.html
87,பரிபாடல் திரட்டு,,சங்ககாலம் – எட்டுத்தொகை,pm0087.pdf,pmuni0087.html
88,மரணத்தில் வாழ்வோம் (கவிதை தொகுப்பு),பல ஆசிரியர்கள்,கவிதைத் தொகுப்பு,pm0088.pdf,pmuni0088.html
89,குடும்ப விளக்கு,பாரதிதாசன்,காவியம்,pm0089.pdf,pmuni0089.html
90,காதல் நினைவுகள்,பாரதிதாசன்,கவிதைகள்,pm0090.pdf,pmuni0090.html
91,"பாஞ்சாலி சபதம் -பாகம் 1 (சருக்கம் 1, 2)",சி. சுப்ரமணிய பாரதியார்,பாடல்கள் - தொகுப்பு,pm0091.pdf,pmuni0091.html
92,திருமுறை 9 /திருஇசைப்பா,சேந்தனார்,சமயம் - சைவம்,pm0092.pdf,pmuni0092.html
92,திருமுறை 9 /திருஇசைப்பா,கருவூர்த்தேவர்,சமயம் - சைவம்,pm0092.pdf,pmuni0092.html
92,திருமுறை 9 /திருஇசைப்பா,பூந்துருத்திநம்பி காடநம்பி,சமயம் - சைவம்,pm0092.pdf,pmuni0092.html
92,திருமுறை 9 /திருஇசைப்பா,கண்டராதித்தர்,சமயம் - சைவம்,pm0092.pdf,pmuni0092.html
92,திருமுறை 9 /திருஇசைப்பா,வேணாட்டடிகள்,சமயம் - சைவம்,pm0092.pdf,pmuni0092.html
92,திருமுறை 9 /திருஇசைப்பா,திருவாலியமுதனார்,சமயம் - சைவம்,pm0092.pdf,pmuni0092.html
92,திருமுறை 9 /திருஇசைப்பா,திருமாளிகைத்தேவர்,சமயம் - சைவம்,pm0092.pdf,pmuni0092.html
93,இசை அமுது,பாரதிதாசன்,இசைப்பாடல்,pm0093.pdf,pmuni0093.html
94,திருவாசகம் (ஆங்கில மொழிபெயர்ப்பு) - பாகம் 1 (tiruvAcagam or Sacred Utterances - part 1),ஜி.யூ. போப் /மாணிக்க வாசகர் (G.U. Pope / mAnikkavACagar),சமயம் - சைவம்,pm0094.pdf,pmuni0094.html
95,சந்திரிகையின் கதை,சி. சுப்ரமணிய பாரதியார்,சிறுகதைகள் தொகுப்பு,pm0095.pdf,pmuni0095.html
96,முகம் கொள்,கி.பி. அரவிந்தன்,கவிதைகள் தொகுப்பு,pm0096.pdf,pmuni0096.html
97,இனி ஒரு வைகறை,கி.பி. அரவிந்தன்,கவிதைகள் தொகுப்பு,pm0097.pdf,pmuni0097.html
98,கனவின் மீதி,கி.பி. அரவிந்தன்,கவிதைகள் தொகுப்பு,pm0098.pdf,pmuni0098.html
99,காற்றுவழிக் கிராமம்,சு. வில்வரத்தினம்,கவிதைத் தொகுப்பு,pm0099.pdf,pmuni0099.html
100,தொல்காப்பியம்,தொல்காப்பியர்,இலக்கணம்,pm0100.pdf,pmuni0100.html
101,நேமிநாதம்,குணவீர பண்டிதர்,இலக்கணம்,pm0101.pdf,pmuni0101.html
102,ஒப்பியல் இலக்கியம்,கே. கைலாசபதி,இலக்கியக் கட்டுரைகள்,pm0102.pdf,pmuni0102.html
103,அழகர் கிள்ளை விடுதூது,சொக்கநாதப்புலவர்,பிரபந்தம் - தூது,pm0103.pdf,pmuni0103.html
104,பாண்டியன் பரிசு,பாரதிதாசன்,காவியம்,pm0104.pdf,pmuni0104.html
105,மனோண்மணீயம்,சுந்தரம் பிள்ளை,இலக்கியம்,pm0105.pdf,pmuni0105.html
106,திருக்குற்றாலக் குறவஞ்சி,திருக்கூட ராசப்பக் கவிராயர்,பிரபந்தம் - குறவஞ்சி,pm0106.pdf,pmuni0106.html
106,திருக்குற்றால மாலை,திருக்கூட ராசப்பக் கவிராயர்,பிரபந்தம் - மாலை,pm0106.pdf,pmuni0106.html
106,திருக்குற்றாலப் பதிகம்,திருஞான சம்பந்தர்,பிரபந்தம் - பதிகம்,pm0106.pdf,pmuni0106.html
106,திருக்குறும்பாலப் பதிகம்,திருஞான சம்பந்தர்,சமயம் - சைவம்,pm0106.pdf,pmuni0106.html
107,அறியப்படாதவர்கள்நினைவாக,அ. யேசுராசா,கவிதைகள்,pm0107.pdf,pmuni0107.html
108,இளைஞர் இலக்கியம்,பாரதிதாசன்,கவிதை,pm0108.pdf,pmuni0108.html
109,திருமலையாண்டவர் குறவஞ்சி,,பிரபந்தம் - குறவஞ்சி,pm0109.pdf,pmuni0109.html
110,குறுந்தொகை,பல ஆசிரியர்கள்,சங்ககாலம் – எட்டுத்தொகை,pm0110.pdf,pmuni0110.html
111,சிலப்பதிகாரம் /பாகம் 2 /மதுரைக்காண்டம்,இளங்கோ அடிகள்,காப்பியம்,pm0111_01.pdf,pmuni0111_01.html
111,சிலப்பதிகாரம் /பாகம் 3 /வஞ்சிக்காண்டம்,இளங்கோ அடிகள்,காப்பியம்,pm0111_02.pdf,pmuni0111_02.html
112,கோதை நாச்சியார் தாலாட்டு,,சமயம் - வைணவம்,pm0112.pdf,pmuni0112.html
113,வடமலை நிகண்டு,ஈஸ்வர பாரதி,இலக்கணம்,pm0113.pdf,pmuni0113.html
114,உண்மை நெறி விளக்கம்,உமாபதி சிவம்,சைவ சித்தாந்தம்,pm0114.pdf,pmuni0114.html
114,கொடிக்கவி,உமாபதி சிவம்,சைவ சித்தாந்தம்,pm0114.pdf,pmuni0114.html
114,போற்றீப்பஃறொடை,உமாபதி சிவம்,சைவ சித்தாந்தம்,pm0114.pdf,pmuni0114.html
115,சிவப்பிரகாசம்,உமாபதி சிவம்,சைவ சித்தாந்தம்,pm0115.pdf,pmuni0115.html
